timestamp, att0, att1, att2, att3
1706113566389034, -0.00186357, 0.00044008, -0.000644207, 0.999998
1706113566401034, -0.00185372, 0.00043795, -0.000639235, 0.999998
1706113566409034, -0.00184738, 0.000436728, -0.000636084, 0.999998
1706113566421034, -0.00183822, 0.000435167, -0.000631608, 0.999998
1706113566425034, -0.00183532, 0.000434741, -0.000630212, 0.999998
1706113566441034, -0.00184783, 0.00043889, -0.000633264, 0.999998
1706113566449034, -0.00185841, 0.000442072, -0.000636409, 0.999998
1706113566461034, -0.0018748, 0.000447023, -0.000641402, 0.999998
1706113566469034, -0.00188614, 0.000450445, -0.000644946, 0.999998
1706113566481034, -0.0019038, 0.000455735, -0.000650594, 0.999998
1706113566489034, -0.00191596, 0.000459343, -0.000654551, 0.999998
1706113566501034, -0.00193478, 0.000464857, -0.000660761, 0.999998
1706113566509034, -0.00194773, 0.000468601, -0.000665099, 0.999998
1706113566521034, -0.00196812, 0.000474204, -0.000671736, 0.999998
1706113566529034, -0.00198112, 0.000477759, -0.000675987, 0.999998
1706113566541034, -0.0019997, 0.000482811, -0.000682086, 0.999998
1706113566549034, -0.00201137, 0.000485957, -0.000685929, 0.999998
1706113566561034, -0.00203065, 0.000490526, -0.000692701, 0.999998
1706113566569034, -0.0020467, 0.000493627, -0.000698817, 0.999998
1706113566581034, -0.00206971, 0.000497961, -0.000707645, 0.999998
1706113566589034, -0.00208423, 0.000500603, -0.000713254, 0.999997
1706113566601034, -0.0021047, 0.000504189, -0.00072123, 0.999997
1706113566609034, -0.00211757, 0.000506362, -0.00072629, 0.999997
1706113566621034, -0.00213574, 0.000509308, -0.00073351, 0.999997
1706113566629034, -0.00214705, 0.000511048, -0.000738054, 0.999997
1706113566641034, -0.00216287, 0.000513345, -0.00074449, 0.999997
1706113566649034, -0.00217264, 0.000514696, -0.000748503, 0.999997
1706113566661034, -0.00218592, 0.000516451, -0.000753989, 0.999997
1706113566669034, -0.00219376, 0.000517427, -0.000757256, 0.999997
1706113566677034, -0.00220088, 0.000518271, -0.000760242, 0.999997
1706113566689034, -0.00221431, 0.0005201, -0.000765447, 0.999997
1706113566701034, -0.00223467, 0.000523321, -0.000772664, 0.999997
1706113566709034, -0.00224745, 0.000525337, -0.000777157, 0.999997
1706113566721034, -0.00226617, 0.000528191, -0.000783442, 0.999997
1706113566729034, -0.00227806, 0.000530005, -0.000787384, 0.999997
1706113566741034, -0.00229504, 0.000532607, -0.00079295, 0.999997
1706113566749034, -0.00230579, 0.000534263, -0.000796418, 0.999997
1706113566761034, -0.00232116, 0.000536652, -0.000801304, 0.999997
1706113566769034, -0.00233102, 0.000538198, -0.000804394, 0.999997
1706113566781034, -0.00234488, 0.000540378, -0.000808681, 0.999997
1706113566789034, -0.00235323, 0.000541688, -0.00081122, 0.999997
1706113566801034, -0.00236449, 0.000543452, -0.000814587, 0.999997
1706113566809034, -0.00237896, 0.000543557, -0.000818144, 0.999997
1706113566821034, -0.00241116, 0.000542114, -0.000825472, 0.999997
1706113566829034, -0.00243188, 0.000541035, -0.000830112, 0.999997
1706113566841034, -0.00246192, 0.000539251, -0.000836733, 0.999996
1706113566849034, -0.00248135, 0.000537967, -0.00084096, 0.999996
1706113566861034, -0.00250966, 0.000535905, -0.000847033, 0.999996
1706113566869034, -0.00252793, 0.000534432, -0.000850894, 0.999996
1706113566881034, -0.00255453, 0.000532092, -0.000856441, 0.999996
1706113566889034, -0.00257184, 0.000530463, -0.000860011, 0.999996
1706113566901034, -0.00259646, 0.00052802, -0.000865039, 0.999996
1706113566909034, -0.00261146, 0.000526455, -0.000868068, 0.999996
1706113566921034, -0.00263247, 0.000524216, -0.000872149, 0.999996
1706113566925034, -0.00263914, 0.000523489, -0.000873435, 0.999996
1706113566941034, -0.0026461, 0.000519137, -0.000874537, 0.999996
1706113566949034, -0.00263978, 0.000516247, -0.00087308, 0.999996
1706113566961034, -0.00262848, 0.000512059, -0.000870513, 0.999996
1706113566969034, -0.00261992, 0.000509356, -0.000868587, 0.999996
1706113566981034, -0.00260559, 0.000505442, -0.000865387, 0.999996
1706113566989034, -0.00259496, 0.000502939, -0.000863033, 0.999996
1706113567001034, -0.00257754, 0.000499337, -0.000859206, 0.999996
1706113567009034, -0.00256513, 0.00049702, -0.000856498, 0.999996
1706113567021034, -0.0025454, 0.000493668, -0.000852223, 0.999996
1706113567029034, -0.00253233, 0.000491601, -0.000849397, 0.999996
1706113567041034, -0.00251338, 0.000488786, -0.00084531, 0.999996
