timestamp, att0, att1, att2, att3
1706115297105147, 0.999984, -0.00395528, -0.00201664, -0.00343387
1706115297113147, 0.999984, -0.00395885, -0.00201382, -0.00343418
1706115297125147, 0.999984, -0.00396462, -0.00200977, -0.00343478
1706115297133147, 0.999984, -0.00396868, -0.00200719, -0.00343527
1706115297145147, 0.999984, -0.00397505, -0.00200346, -0.00343609
1706115297153147, 0.999984, -0.00397949, -0.00200109, -0.00343671
1706115297165147, 0.999984, -0.00398627, -0.00199773, -0.00343774
1706115297173147, 0.999984, -0.00399064, -0.00199568, -0.00343848
1706115297185147, 0.999984, -0.00399693, -0.00199286, -0.00343968
1706115297193147, 0.999984, -0.0040009, -0.00199117, -0.00344053
1706115297205147, 0.999984, -0.00400892, -0.00198929, -0.00344203
1706115297213147, 0.999984, -0.00401727, -0.00198868, -0.00344306
1706115297225147, 0.999984, -0.00402944, -0.00198799, -0.00344487
1706115297233147, 0.999984, -0.00403728, -0.00198769, -0.00344629
1706115297245147, 0.999984, -0.00404859, -0.00198748, -0.0034487
1706115297253147, 0.999984, -0.00405587, -0.00198746, -0.00345047
1706115297265147, 0.999984, -0.00406642, -0.00198761, -0.00345338
1706115297273147, 0.999984, -0.00407318, -0.00198784, -0.0034555
1706115297285147, 0.999984, -0.00408293, -0.00198833, -0.00345894
1706115297293147, 0.999984, -0.00408909, -0.00198873, -0.00346139
1706115297305147, 0.999984, -0.00409762, -0.00198938, -0.00346528
1706115297313147, 0.999984, -0.00410276, -0.00198985, -0.00346551
1706115297325147, 0.999984, -0.00410998, -0.00199079, -0.00346603
1706115297333147, 0.999984, -0.00411472, -0.00199168, -0.00346644
1706115297345147, 0.999984, -0.00412121, -0.00199303, -0.0034672
1706115297353147, 0.999984, -0.00412507, -0.00199392, -0.00346782
1706115297365147, 0.999984, -0.0041302, -0.00199522, -0.00346889
1706115297373147, 0.999983, -0.00413324, -0.00199607, -0.00346967
1706115297385147, 0.999983, -0.00413728, -0.0019973, -0.00347094
1706115297393147, 0.999983, -0.0041396, -0.00199809, -0.00347185
1706115297405147, 0.999983, -0.00414258, -0.00199923, -0.00347354
1706115297413147, 0.999983, -0.00414429, -0.00199995, -0.00347486
1706115297425147, 0.999983, -0.00414645, -0.00200095, -0.00347711
1706115297433147, 0.999983, -0.00414761, -0.00200155, -0.0034788
1706115297445147, 0.999983, -0.00414898, -0.00200236, -0.00348164
1706115297453147, 0.999983, -0.0041467, -0.00200071, -0.00348382
1706115297465147, 0.999983, -0.00413853, -0.00199493, -0.00348749
1706115297473147, 0.999983, -0.00413291, -0.00199103, -0.00349012
1706115297485147, 0.999983, -0.00412425, -0.00198508, -0.00349433
1706115297493147, 0.999983, -0.00411836, -0.00198106, -0.00349727
