timestamp, gyro_rad0, gyro_rad1, gyro_rad2, acc0, acc1, acc2
1706115297105147, -4.01183e-21, -4.70601e-18, 2.42437e-17, -8.81909e-12, 1.71042e-07, -9.8
1706115297113147, 3.82855e-17, 1.32483e-18, 3.03664e-17, -8.81849e-12, 1.71042e-07, -9.8
1706115297125147, -1.00831e-17, -4.55003e-17, 1.48466e-17, -8.8174e-12, 1.71103e-07, -9.8
1706115297133147, -1.07572e-12, 2.3058e-17, 1.49894e-17, -8.82098e-12, 1.7092e-07, -9.8
1706115297145147, -6.06208e-17, -7.74433e-17, 1.12488e-17, -8.81741e-12, 1.70981e-07, -9.8
1706115297153147, 4.84515e-17, -9.77588e-17, 8.78724e-18, -8.81689e-12, 1.71042e-07, -9.8
1706115297165147, 5.04024e-17, -5.58635e-17, 3.06114e-17, -8.81707e-12, 1.71042e-07, -9.8
1706115297173147, -1.66879e-17, -4.32544e-17, 2.32915e-18, -8.82182e-12, 1.71042e-07, -9.8
1706115297185147, 9.43663e-17, -3.49352e-17, 2.63505e-17, -8.81921e-12, 1.71042e-07, -9.8
1706115297193147, 2.33395e-17, -3.25435e-17, 3.2619e-17, -8.82012e-12, 1.71042e-07, -9.8
1706115297205147, 1.07582e-12, -7.18617e-17, 7.5047e-18, -8.81744e-12, 1.71103e-07, -9.8
1706115297213147, -6.93889e-18, 2.01337e-17, 1.15328e-17, -8.82166e-12, 1.71103e-07, -9.8
1706115297225147, -3.1984e-17, -4.46858e-17, 4.3348e-18, -8.82074e-12, 1.71103e-07, -9.8
1706115297233147, -6.73264e-17, -2.0828e-17, 2.35168e-17, -8.81879e-12, 1.70981e-07, -9.8
1706115297245147, 2.17815e-17, -4.34202e-17, 2.29776e-17, -8.81851e-12, 1.71042e-07, -9.8
1706115297253147, -2.33613e-17, -3.63952e-17, 2.71702e-17, -8.81947e-12, 1.71042e-07, -9.8
1706115297265147, 4.2338e-17, -7.07442e-17, 2.20602e-17, -8.81748e-12, 1.71042e-07, -9.8
1706115297273147, 7.98454e-17, -4.0551e-17, 4.25788e-18, -8.8205e-12, 1.71042e-07, -9.8
1706115297285147, -1.07574e-12, -2.5108e-17, 1.66033e-17, -8.81931e-12, 1.70981e-07, -9.8
1706115297293147, 1.07577e-12, -5.90435e-17, 7.85295e-18, -8.81731e-12, 1.71103e-07, -9.8
1706115297305147, 1.07573e-12, 4.69002e-18, 2.76356e-17, -8.81957e-12, 1.71103e-07, -9.8
1706115297313147, -3.49875e-17, -7.35238e-17, 2.18032e-18, -8.8182e-12, 1.71042e-07, -9.8
1706115297325147, 5.55198e-18, -8.19195e-17, 1.55533e-17, -8.81614e-12, 1.71042e-07, -9.8
1706115297333147, -3.58777e-18, -6.60207e-18, 1.88927e-17, -8.82032e-12, 1.71042e-07, -9.8
1706115297345147, 3.04581e-17, -2.19401e-17, 7.51268e-18, -8.8171e-12, 1.71042e-07, -9.8
1706115297353147, 1.11465e-16, -3.72548e-17, 3.39832e-17, -8.81892e-12, 1.71042e-07, -9.8
1706115297365147, 6.39679e-18, -5.53283e-17, 9.44645e-18, -8.81551e-12, 1.71103e-07, -9.8
1706115297373147, -1.0758e-12, -6.16069e-17, 1.7025e-17, -8.81892e-12, 1.7092e-07, -9.8
1706115297385147, -1.07571e-12, 2.41227e-17, 1.74946e-17, -8.81806e-12, 1.7092e-07, -9.8
1706115297393147, 1.07577e-12, -7.37314e-17, 2.28895e-17, -8.81809e-12, 1.71103e-07, -9.8
1706115297405147, -2.27709e-17, -4.93649e-17, 5.90446e-18, -8.8181e-12, 1.71042e-07, -9.8
1706115297413147, -2.48245e-17, -3.02311e-17, 8.32937e-18, -8.8192e-12, 1.71042e-07, -9.8
1706115297425147, 3.11546e-17, -6.78544e-17, 1.30153e-17, -8.81757e-12, 1.71042e-07, -9.8
1706115297433147, 6.59553e-17, -7.00623e-18, 2.34634e-17, -8.82093e-12, 1.71042e-07, -9.8
1706115297445147, -9.85095e-18, 2.70393e-17, 1.74944e-17, -8.81729e-12, 1.71042e-07, -9.8
1706115297453147, 5.67038e-17, -4.55679e-18, 3.77134e-18, -8.81971e-12, 1.71103e-07, -9.8
1706115297465147, 6.23416e-17, -8.84888e-18, 2.19042e-17, -8.81909e-12, 1.71103e-07, -9.8
1706115297473147, 6.19962e-17, 2.87731e-17, 2.90237e-17, -8.8193e-12, 1.70981e-07, -9.8
1706115297485147, -1.31648e-17, -4.10996e-17, 2.4513e-17, -8.82359e-12, 1.71042e-07, -9.8
1706115297493147, 5.77032e-17, -3.76943e-17, 8.62306e-18, -8.81595e-12, 1.71042e-07, -9.8
1706115297505147, -4.87962e-17, -7.74825e-18, 5.08838e-18, -8.81755e-12, 1.71042e-07, -9.8
1706115297513147, 2.3186e-17, -6.63258e-17, -3.05046e-18, -8.81905e-12, 1.71042e-07, -9.8
1706115297525147, -1.07578e-12, -1.69141e-17, 2.15986e-17, -8.81975e-12, 1.70981e-07, -9.8
1706115297533147, 1.07587e-12, 1.02822e-16, 1.64607e-17, -8.82166e-12, 1.71103e-07, -9.8
1706115297545147, 1.07575e-12, -7.28629e-18, -1.09852e-17, -8.81742e-12, 1.71103e-07, -9.8
1706115297553147, -5.74627e-18, 9.21384e-17, 1.37297e-17, -8.82253e-12, 1.71103e-07, -9.8
1706115297565147, 6.44779e-17, -1.0977e-17, 6.66145e-18, -8.8169e-12, 1.71042e-07, -9.8
1706115297569147, 5.09463e-17, -5.5337e-17, -9.60238e-18, -8.81664e-12, 1.71042e-07, -9.8
1706115297585147, -2.24849e-17, -3.31682e-17, 8.19631e-18, -8.82088e-12, 1.71042e-07, -9.8
1706115297593147, -3.49172e-17, -2.60623e-17, 4.23384e-19, -8.81851e-12, 1.71042e-07, -9.8
1706115297605147, -2.81354e-17, -1.96693e-17, 4.69786e-18, -8.81852e-12, 1.71042e-07, -9.8
1706115297613147, -1.07579e-12, -1.24143e-17, 8.53143e-18, -8.81968e-12, 1.70981e-07, -9.8
1706115297625147, -1.0757e-12, -1.76795e-17, 3.89526e-18, -8.81957e-12, 1.7092e-07, -9.8
1706115297633147, 1.07587e-12, -4.25903e-17, 1.62693e-17, -8.81817e-12, 1.71103e-07, -9.8
1706115297645147, 1.1224e-17, -3.71301e-17, 6.4867e-18, -8.81849e-12, 1.71042e-07, -9.8
1706115297653147, -1.7731e-17, -3.68025e-18, 1.39096e-17, -8.8198e-12, 1.71042e-07, -9.8
1706115297665147, 6.55322e-17, 1.71517e-17, 1.82083e-17, -8.82006e-12, 1.71042e-07, -9.8
1706115297673147, 6.49848e-17, -2.44413e-17, 4.18482e-18, -8.81678e-12, 1.71042e-07, -9.8
1706115297685147, 3.03467e-17, -7.90711e-18, 1.7972e-17, -8.81776e-12, 1.71042e-07, -9.8
1706115297693147, -3.79471e-18, -1.27695e-17, 1.01917e-18, -8.82113e-12, 1.71103e-07, -9.8
1706115297705147, 1.19913e-16, -5.61664e-17, -1.76304e-17, -8.81831e-12, 1.71103e-07, -9.8
1706115297713147, -1.0757e-12, -1.06484e-17, 8.86517e-19, -8.81938e-12, 1.7092e-07, -9.8
1706115297725147, 7.22886e-17, 2.63809e-17, 1.41773e-17, -8.81604e-12, 1.70981e-07, -9.8
1706115297733147, 7.15161e-17, 1.25698e-18, 5.63719e-18, -8.82136e-12, 1.71042e-07, -9.8
1706115297745147, 5.35907e-17, -5.74512e-18, 1.22657e-17, -8.81863e-12, 1.71042e-07, -9.8
1706115297753147, -1.10687e-17, 2.32548e-17, 1.49161e-17, -8.82039e-12, 1.71042e-07, -9.8
1706115297765147, 1.41502e-17, -1.97868e-17, 1.92568e-18, -8.81736e-12, 1.71042e-07, -9.8
1706115297773147, 3.45527e-17, -3.73714e-17, 6.42621e-18, -8.81942e-12, 1.71042e-07, -9.8
1706115297785147, 1.07584e-12, -1.66746e-17, 1.55213e-17, -8.81781e-12, 1.71103e-07, -9.8
1706115297793147, 1.75641e-17, 3.03691e-18, -4.16633e-18, -8.82193e-12, 1.71103e-07, -9.8
1706115297805147, -3.99841e-18, -2.2471e-17, -2.72231e-18, -8.8178e-12, 1.71042e-07, -9.8
1706115297813147, 3.9296e-17, -1.15343e-17, 7.56972e-18, -8.82076e-12, 1.71042e-07, -9.8
1706115297825147, -4.46505e-18, -4.6169e-18, 2.38094e-17, -8.81899e-12, 1.71042e-07, -9.8
1706115297833147, -1.87699e-17, -2.58304e-17, -5.33317e-18, -8.81887e-12, 1.71042e-07, -9.8
1706115297845147, 2.04591e-17, -4.32931e-18, 5.18824e-18, -8.81801e-12, 1.71042e-07, -9.8
1706115297853147, -1.07578e-12, 1.31185e-17, 2.52801e-17, -8.81984e-12, 1.70981e-07, -9.8
1706115297865147, -1.07578e-12, -1.33437e-17, 2.59741e-17, -8.81939e-12, 1.7092e-07, -9.8
1706115297873147, 1.07586e-12, -1.38335e-17, -3.63197e-18, -8.81825e-12, 1.71103e-07, -9.8
1706115297885147, 1.07588e-12, -6.23969e-18, 9.48346e-18, -8.82048e-12, 1.71103e-07, -9.8
1706115297893147, 1.42977e-17, 8.26773e-17, 1.98281e-17, -8.82087e-12, 1.71042e-07, -9.8
1706115297905147, -8.18346e-18, 1.59627e-17, 1.23529e-17, -8.82162e-12, 1.71042e-07, -9.8
1706115297913147, 4.0425e-17, 2.77994e-17, 1.81191e-17, -8.81844e-12, 1.71042e-07, -9.8
1706115297925147, 2.91648e-17, -3.19134e-17, 3.76107e-18, -8.81859e-12, 1.71042e-07, -9.8
1706115297933147, -1.03806e-17, -6.37119e-17, 4.37024e-18, -8.81905e-12, 1.71042e-07, -9.8
1706115297945147, -7.80626e-18, -9.04871e-17, -8.04629e-18, -8.81829e-12, 1.71103e-07, -9.8
1706115297953147, -1.07581e-12, 1.24064e-17, 1.18796e-17, -8.81963e-12, 1.7092e-07, -9.8
1706115297965147, 1.94843e-17, -2.88497e-17, 2.70666e-18, -8.81935e-12, 1.70981e-07, -9.8
1706115297973147, 4.39496e-17, -4.09229e-17, 1.39173e-17, -8.82007e-12, 1.71042e-07, -9.8
1706115297985147, 4.32247e-17, -5.48915e-17, 6.59803e-18, -8.82034e-12, 1.71042e-07, -9.8
1706115297993147, 5.21501e-17, 1.24781e-17, 1.20159e-17, -8.81982e-12, 1.71042e-07, -9.8
1706115298005147, 1.07907e-18, -4.85344e-17, 5.15448e-18, -8.81589e-12, 1.71042e-07, -9.8
1706115298013147, 8.7355e-17, 1.99786e-17, 2.06938e-17, -8.82035e-12, 1.71042e-07, -9.8
1706115298025147, 1.07583e-12, -7.78782e-17, -1.2536e-17, -8.81661e-12, 1.71103e-07, -9.8
1706115298033147, 5.32343e-17, -7.43477e-18, 6.46797e-18, -8.82153e-12, 1.71103e-07, -9.8
1706115298045147, -3.07913e-17, -4.07328e-17, 1.10426e-18, -8.81776e-12, 1.71103e-07, -9.8
1706115298053147, 1.13642e-17, -6.32833e-17, 2.0693e-18, -8.81885e-12, 1.70981e-07, -9.8
1706115298065147, -1.29623e-17, -4.15827e-17, 1.7673e-17, -8.8184e-12, 1.71042e-07, -9.8
1706115298069147, 2.45231e-17, -3.11975e-17, 1.21191e-17, -8.81914e-12, 1.71042e-07, -9.8
1706115298085147, 2.83973e-18, -3.43681e-17, 6.98793e-18, -8.81662e-12, 1.71042e-07, -9.8
1706115298093147, -1.42915e-17, -4.6486e-17, 1.25335e-17, -8.82028e-12, 1.71042e-07, -9.8
1706115298105147, -1.07577e-12, 2.00518e-17, 1.05986e-17, -8.82163e-12, 1.70981e-07, -9.8
1706115298113147, 1.0758e-12, -5.00755e-18, 8.27998e-19, -8.81623e-12, 1.71103e-07, -9.8
1706115298125147, 1.0758e-12, -4.85853e-17, 5.77351e-18, -8.81654e-12, 1.71103e-07, -9.8
1706115298133147, -4.34177e-17, -3.60792e-17, 1.39576e-18, -8.8195e-12, 1.71042e-07, -9.8
1706115298145147, 4.60955e-17, -6.99924e-18, -1.17394e-18, -8.81809e-12, 1.71042e-07, -9.8
1706115298153147, 3.49265e-17, -2.76739e-17, 9.59452e-18, -8.81814e-12, 1.71042e-07, -9.8
1706115298165147, 6.90367e-17, 4.89907e-17, 8.63042e-18, -8.81821e-12, 1.71042e-07, -9.8
1706115298173147, -1.22979e-17, -7.39692e-18, 1.65314e-17, -8.82046e-12, 1.71042e-07, -9.8
