timestamp, att0, att1, att2, att3
1706112526493011, 0.00370478, 0.000459819, -0.000943352, 0.999993
1706112526501011, 0.00370433, 0.000460083, -0.000944764, 0.999993
1706112526509011, 0.00370384, 0.000460396, -0.00094613, 0.999993
1706112526521011, 0.00370385, 0.000457868, -0.000944226, 0.999993
1706112526533011, 0.00370423, 0.000453874, -0.000940242, 0.999993
1706112526541011, 0.00370448, 0.00045123, -0.000937508, 0.999993
1706112526553011, 0.00370485, 0.000447275, -0.000933281, 0.999993
1706112526561011, 0.0037051, 0.000444636, -0.000930361, 0.999993
1706112526573011, 0.00370551, 0.000440661, -0.000925829, 0.999993
1706112526577011, 0.00370565, 0.000439332, -0.000924294, 0.999993
1706112526593011, 0.00370627, 0.000433974, -0.000917936, 0.999993
1706112526601011, 0.00370662, 0.000431268, -0.000914654, 0.999993
1706112526613011, 0.0037071, 0.000427473, -0.000909988, 0.999993
1706112526621011, 0.00370702, 0.000425097, -0.000907029, 0.999993
1706112526633011, 0.00370628, 0.000421763, -0.000902825, 0.999993
1706112526641011, 0.00370576, 0.000419713, -0.000900209, 0.999993
1706112526653011, 0.00370823, 0.000411419, -0.000896861, 0.999993
1706112526661011, 0.00370985, 0.00040604, -0.000894805, 0.999993
1706112526673011, 0.00371225, 0.000398199, -0.000891991, 0.999993
1706112526681011, 0.00371383, 0.000393146, -0.000890328, 0.999993
1706112526693011, 0.00371616, 0.000385827, -0.000888156, 0.999993
1706112526701011, 0.00371769, 0.000381091, -0.000886888, 0.999993
1706112526713011, 0.00372, 0.000374188, -0.000885242, 0.999993
1706112526721011, 0.00372156, 0.000369729, -0.00088433, 0.999993
1706112526733011, 0.0037239, 0.000363327, -0.000883213, 0.999993
1706112526741011, 0.00372537, 0.000359377, -0.000882597, 0.999993
1706112526753011, 0.00372742, 0.000353916, -0.000881851, 0.999993
1706112526757011, 0.00372805, 0.000352268, -0.000881664, 0.999993
1706112526773011, 0.0037325, 0.000342197, -0.000880229, 0.999993
1706112526781011, 0.00373496, 0.000336861, -0.000879479, 0.999993
1706112526793011, 0.00373851, 0.000329263, -0.000878463, 0.999993
1706112526801011, 0.00374078, 0.000324498, -0.000877857, 0.999993
1706112526813011, 0.00374401, 0.000317786, -0.000877034, 0.999993
1706112526821011, 0.00374568, 0.000313555, -0.000876524, 0.999993
1706112526833011, 0.00374747, 0.000307548, -0.000875806, 0.999993
1706112526841011, 0.00374856, 0.000303779, -0.000875359, 0.999993
1706112526853011, 0.00375005, 0.000298506, -0.000874736, 0.999993
1706112526861011, 0.00375089, 0.000295312, -0.000874367, 0.999993
1706112526873011, 0.00375192, 0.000290979, -0.000873878, 0.999993
