timestamp, gps_lat, gps_long, gps_alt, gps_alt_ellipsoid, gps_eph, gps_epv
1706117337776730, 47.397744691791530158, 8.5455942677549998621, 487.808868408203125, 487.808868408203125, 0.89999997615814208984, 1.7799999713897705078
1706117337900730, 47.397746068154518184, 8.5455948110533164197, 488.364898681640625, 488.364898681640625, 0.89999997615814208984, 1.7799999713897705078
1706117338024730, 47.397739897126093922, 8.5455938515463909511, 488.789154052734375, 488.789154052734375, 0.89999997615814208984, 1.7799999713897705078
1706117338148730, 47.397744447931692946, 8.5455936660134845795, 487.9072265625, 487.9072265625, 0.89999997615814208984, 1.7799999713897705078
1706117338276956, 47.397745806016125414, 8.5455939042238107106, 488.2342529296875, 488.2342529296875, 0.89999997615814208984, 1.7799999713897705078
1706117338400956, 47.397741705960989123, 8.54559485703439492, 489.085113525390625, 489.085113525390625, 0.89999997615814208984, 1.7799999713897705078
1706117338524956, 47.397743977280683225, 8.5455942675828477917, 488.74237060546875, 488.74237060546875, 0.89999997615814208984, 1.7799999713897705078
1706117338648956, 47.39774292350760021, 8.5455918843122198325, 487.721649169921875, 487.721649169921875, 0.89999997615814208984, 1.7799999713897705078
1706117338776956, 47.397746447874226305, 8.5455951032234764853, 487.827667236328125, 487.827667236328125, 0.89999997615814208984, 1.7799999713897705078
1706117338900956, 47.397742654208286694, 8.5455926812636437973, 486.88714599609375, 486.88714599609375, 0.89999997615814208984, 1.7799999713897705078
1706117339024956, 47.397743803324040357, 8.5455926602045551022, 489.093963623046875, 489.093963623046875, 0.89999997615814208984, 1.7799999713897705078
1706117339148956, 47.397742911331619098, 8.5455935536763849569, 487.332763671875, 487.332763671875, 0.89999997615814208984, 1.7799999713897705078
1706117339277216, 47.397740707696407014, 8.5455932860551850894, 487.581451416015625, 487.581451416015625, 0.89999997615814208984, 1.7799999713897705078
1706117339401216, 47.397739650992065208, 8.5455946778585172297, 486.7393798828125, 486.7393798828125, 0.89999997615814208984, 1.7799999713897705078
1706117339525216, 47.397741283019399816, 8.5455954178586441827, 487.620574951171875, 487.620574951171875, 0.89999997615814208984, 1.7799999713897705078
1706117339649216, 47.397744933224188912, 8.5455970264860141583, 487.43487548828125, 487.43487548828125, 0.89999997615814208984, 1.7799999713897705078
1706117339777216, 47.397744738685155141, 8.5455917845232729491, 487.857818603515625, 487.857818603515625, 0.89999997615814208984, 1.7799999713897705078
1706117339901216, 47.397744542707613391, 8.5455938939501425722, 487.483551025390625, 487.483551025390625, 0.89999997615814208984, 1.7799999713897705078
1706117340025216, 47.397740603688852445, 8.5455952609844967327, 489.194427490234375, 489.194427490234375, 0.89999997615814208984, 1.7799999713897705078
1706117340149216, 47.397742151658221132, 8.5455947746179408142, 487.56707763671875, 487.56707763671875, 0.89999997615814208984, 1.7799999713897705078
1706117340277532, 47.397742832097968346, 8.5455956628864004898, 488.7080078125, 488.7080078125, 0.89999997615814208984, 1.7799999713897705078
1706117340401532, 47.397745075294160699, 8.5455932461413013357, 487.561492919921875, 487.561492919921875, 0.89999997615814208984, 1.7799999713897705078
1706117340525532, 47.397740308531190578, 8.5455972689426147326, 488.353240966796875, 488.353240966796875, 0.89999997615814208984, 1.7799999713897705078
1706117340649532, 47.397742897534200779, 8.5455930460076459099, 488.360260009765625, 488.360260009765625, 0.89999997615814208984, 1.7799999713897705078
1706117340777532, 47.397742811608203795, 8.5455937659444263232, 488.02154541015625, 488.02154541015625, 0.89999997615814208984, 1.7799999713897705078
1706117340901532, 47.397741669531022524, 8.5455952779287489562, 488.790618896484375, 488.790618896484375, 0.89999997615814208984, 1.7799999713897705078
1706117341025532, 47.397745490413143443, 8.5455947263600968711, 487.80712890625, 487.80712890625, 0.89999997615814208984, 1.7799999713897705078
1706117341149532, 47.397744958238483548, 8.5455937447588876665, 488.440399169921875, 488.440399169921875, 0.89999997615814208984, 1.7799999713897705078
1706117341277532, 47.397743174105350761, 8.5455926541520490503, 488.792144775390625, 488.792144775390625, 0.89999997615814208984, 1.7799999713897705078
1706117341401532, 47.397741755342686076, 8.5455953484042712631, 488.191741943359375, 488.191741943359375, 0.89999997615814208984, 1.7799999713897705078
1706117341525532, 47.397741686364852853, 8.5455931661689099599, 487.59478759765625, 487.59478759765625, 0.89999997615814208984, 1.7799999713897705078
1706117341649532, 47.397744016601599526, 8.5455957375078526184, 487.9036865234375, 487.9036865234375, 0.89999997615814208984, 1.7799999713897705078
1706117341777532, 47.39774572090774285, 8.5455903022922470313, 487.96624755859375, 487.96624755859375, 0.89999997615814208984, 1.7799999713897705078
1706117341901532, 47.397745922553454534, 8.545596321350835467, 488.061920166015625, 488.061920166015625, 0.89999997615814208984, 1.7799999713897705078
1706117342025532, 47.397740660357229103, 8.5455938471995835926, 487.89154052734375, 487.89154052734375, 0.89999997615814208984, 1.7799999713897705078
1706117342149532, 47.397744847892816722, 8.5455915984462347268, 489.3951416015625, 489.3951416015625, 0.89999997615814208984, 1.7799999713897705078
1706117342277532, 47.397741730871501886, 8.5455925890031299019, 487.836517333984375, 487.836517333984375, 0.89999997615814208984, 1.7799999713897705078
1706117342401532, 47.397737915996650315, 8.5455938195206204711, 487.5989990234375, 487.5989990234375, 0.89999997615814208984, 1.7799999713897705078
1706117342525532, 47.397743287563947945, 8.5455950628612509234, 488.46734619140625, 488.46734619140625, 0.89999997615814208984, 1.7799999713897705078
1706117342649532, 47.397739550410854292, 8.5455965397378523818, 487.932586669921875, 487.932586669921875, 0.89999997615814208984, 1.7799999713897705078
