timestamp, gyro_rad0, gyro_rad1, gyro_rad2, acc0, acc1, acc2
1706117338640956, -1.34485e-17, 2.63586e-18, 1.23976e-17, -0.00402232, 0.00896681, -9.80669
1706117338652956, 2.92346e-18, -5.83561e-17, -2.0838e-17, -0.00402232, 0.00896681, -9.80669
1706117338660956, -2.87377e-17, -9.86884e-18, -5.01889e-18, -0.00402232, 0.00896681, -9.80669
1706117338672956, -8.35567e-17, -7.1704e-18, 1.2196e-17, -0.00402232, 0.00896681, -9.80669
1706117338680956, 2.5503e-17, 4.56225e-18, 8.2579e-18, -0.00402232, 0.00896681, -9.80669
1706117338692956, -3.08009e-17, 1.7423e-17, 1.15066e-18, -0.00402232, 0.00896681, -9.80669
1706117338700956, -1.55637e-17, -1.89627e-17, 3.01507e-18, -0.00402232, 0.00896681, -9.80669
1706117338712956, 3.67487e-19, 5.03341e-18, -2.50807e-18, -0.00402232, 0.00896681, -9.80669
1706117338720956, -3.02957e-17, -3.91205e-17, 1.9179e-17, -0.00402232, 0.00896681, -9.80669
1706117338732956, -3.50254e-17, -6.20286e-17, -5.67306e-18, -0.00402232, 0.00896681, -9.80669
1706117338740956, -7.98005e-18, 1.14552e-17, -9.98331e-18, -0.00402232, 0.00896681, -9.80669
1706117338752956, 1.26184e-17, 1.96887e-17, -3.03558e-18, -0.00402232, 0.00896681, -9.80669
1706117338760956, 4.02532e-17, 2.81337e-17, -4.87624e-18, -0.00402232, 0.00896681, -9.80669
1706117338772956, 1.89934e-17, 2.93924e-17, 1.04144e-18, -0.00402232, 0.00896681, -9.80669
1706117338780956, 2.86741e-19, -2.69915e-18, -1.19931e-17, -0.00402232, 0.00896681, -9.80669
1706117338792956, 8.58589e-18, -6.42393e-18, 1.35924e-18, -0.00402232, 0.00896681, -9.80669
1706117338800956, -6.17847e-17, -5.38499e-17, -3.96607e-19, -0.00402232, 0.00896681, -9.80669
1706117338812956, 1.23356e-16, -1.19599e-16, -1.15466e-17, -0.00402232, 0.00896681, -9.80669
1706117338820956, 3.22884e-18, 6.38366e-17, 6.53341e-18, -0.00402232, 0.00896681, -9.80669
1706117338832956, -2.71637e-17, -3.13627e-17, 2.03998e-18, -0.00402232, 0.00896681, -9.80669
1706117338840956, 2.55345e-17, -6.81885e-18, -8.97868e-18, -0.00402232, 0.00896681, -9.80669
1706117338852956, 1.253e-17, -2.235e-17, 7.1584e-18, -0.00402232, 0.00896681, -9.80669
1706117338860956, -2.76244e-17, 3.04733e-18, -8.86992e-18, -0.00402232, 0.00896681, -9.80669
1706117338872956, -1.20688e-17, -2.98826e-17, 2.52118e-18, -0.00402232, 0.00896681, -9.80669
1706117338880956, -4.84501e-18, -6.97298e-17, -2.29249e-18, -0.00402232, 0.00896681, -9.80669
1706117338892956, -6.58508e-18, 2.87989e-17, -7.0964e-18, -0.00402232, 0.00896681, -9.80669
1706117338896956, 5.30353e-19, 6.76722e-18, 4.49633e-18, -0.00402232, 0.00896681, -9.80669
1706117338912956, 7.1373e-17, 1.83328e-17, -9.25199e-18, -0.00402232, 0.00896681, -9.80669
1706117338920956, -1.5073e-17, -4.03541e-17, -8.7499e-18, -0.00402232, 0.00896681, -9.80669
1706117338932956, 1.45662e-17, -2.16128e-17, -1.79192e-17, -0.00402232, 0.00896681, -9.80669
1706117338940956, 3.05245e-17, -1.84636e-17, 1.3435e-18, -0.00402232, 0.00896681, -9.80669
1706117338952956, 4.29269e-17, -1.72092e-17, -9.46492e-18, -0.00402232, 0.00896681, -9.80669
1706117338960956, -1.07589e-18, -7.72943e-18, -3.96006e-18, -0.00402232, 0.00896681, -9.80669
1706117338972956, -1.74125e-17, 3.86528e-17, 2.51087e-18, -0.00402232, 0.00896681, -9.80669
1706117338980956, -1.13513e-17, -1.28495e-16, -1.12017e-17, -0.00402232, 0.00896681, -9.80669
1706117338992956, -7.69959e-18, 2.26899e-17, -2.54456e-17, -0.00402232, 0.00896681, -9.80669
1706117339000956, 1.39119e-17, -1.07007e-17, -6.45743e-18, -0.00402232, 0.00896681, -9.80669
1706117339012956, -6.27689e-17, -1.23088e-17, 3.95889e-18, -0.00402232, 0.00896681, -9.80669
1706117339020956, 6.45258e-18, -9.30093e-17, -8.30277e-18, -0.00402232, 0.00896681, -9.80669
1706117339032956, -5.05481e-17, -2.05825e-18, -4.41487e-18, -0.00402232, 0.00896681, -9.80669
1706117339036956, -8.12559e-17, -7.30409e-18, 9.13424e-18, -0.00402232, 0.00896681, -9.80669
1706117339052956, -3.15731e-17, -2.07611e-17, 1.61815e-17, -0.00402232, 0.00896681, -9.80669
1706117339060956, -1.16584e-17, -6.90484e-18, -2.19396e-19, -0.00402232, 0.00896681, -9.80669
1706117339072956, 6.48502e-17, -2.59361e-17, 1.62749e-17, -0.00402232, 0.00896681, -9.80669
1706117339080956, 4.83377e-17, -2.2185e-18, 6.4425e-18, -0.00402232, 0.00896681, -9.80669
1706117339092956, 2.19874e-17, 7.89065e-20, -2.01471e-18, -0.00402232, 0.00896681, -9.80669
1706117339100956, -2.56593e-17, -5.46831e-17, 2.3653e-18, -0.00402232, 0.00896681, -9.80669
1706117339112956, 8.15263e-18, -1.02249e-17, -5.58396e-18, -0.00402232, 0.00896681, -9.80669
1706117339120956, -2.50447e-17, -6.62359e-17, -1.77295e-17, -0.00402232, 0.00896681, -9.80669
1706117339132956, 8.11421e-17, -6.52633e-17, 4.90416e-20, -0.00402232, 0.00896681, -9.80669
1706117339140956, 1.64254e-18, 2.66048e-17, 3.35e-18, -0.00402232, 0.00896681, -9.80669
1706117339152956, 6.25496e-18, 1.61364e-17, -8.00978e-18, -0.00402232, 0.00896681, -9.80669
1706117339160956, 7.80275e-18, -4.54297e-18, -8.23073e-18, -0.00402232, 0.00896681, -9.80669
1706117339172956, -2.92022e-17, 4.57574e-18, -6.95354e-18, -0.00402232, 0.00896681, -9.80669
1706117339180956, -5.27265e-17, -1.93706e-17, 1.90382e-18, -0.00402232, 0.00896681, -9.80669
1706117339192956, 7.96101e-17, -7.19756e-18, -5.57244e-18, -0.00402232, 0.00896681, -9.80669
1706117339200956, 2.3167e-17, -2.0223e-17, 1.65181e-19, -0.00402232, 0.00896681, -9.80669
1706117339212956, -2.20307e-18, -2.39069e-17, 5.61556e-18, -0.00402232, 0.00896681, -9.80669
1706117339221216, 3.49316e-17, 5.43574e-17, 9.7704e-19, -0.00402232, 0.00896681, -9.80669
1706117339233216, 7.0516e-17, 1.11071e-17, 5.54822e-19, -0.00402232, 0.00896681, -9.80669
1706117339241216, 2.48597e-17, 7.11914e-17, 1.36164e-17, -0.00402232, 0.00896681, -9.80669
1706117339253216, -4.39738e-18, 9.14413e-17, 4.71681e-19, -0.00402232, 0.00896681, -9.80669
1706117339261216, 6.22949e-17, 2.79512e-17, -4.32541e-18, -0.00402232, 0.00896681, -9.80669
1706117339273216, -1.11942e-17, 6.5879e-18, -1.65315e-17, -0.00402232, 0.00896681, -9.80669
1706117339281216, 1.19616e-17, 4.33356e-17, -8.64808e-18, -0.00402232, 0.00896681, -9.80669
1706117339293216, 6.76102e-18, -3.71971e-17, -1.40775e-18, -0.00402232, 0.00896681, -9.80669
1706117339301216, 7.4003e-18, 2.27307e-17, 5.12957e-18, -0.00402232, 0.00896681, -9.80669
1706117339313216, 9.66414e-18, 6.20268e-18, -6.86138e-18, -0.00402232, 0.00896681, -9.80669
1706117339321216, -4.19433e-17, -3.08119e-19, -9.10771e-18, -0.00402232, 0.00896681, -9.80669
1706117339333216, 7.18844e-17, -7.55067e-17, -1.92598e-17, -0.00402232, 0.00896681, -9.80669
1706117339341216, 9.20954e-17, -3.16199e-18, 2.83624e-18, -0.00402232, 0.00896681, -9.80669
1706117339353216, -3.10186e-17, 8.47827e-18, -7.04018e-18, -0.00402232, 0.00896681, -9.80669
1706117339361216, -1.34262e-17, -6.96338e-17, -8.29939e-18, -0.00402232, 0.00896681, -9.80669
1706117339373216, -2.7641e-17, 6.28485e-17, -3.82152e-18, -0.00402232, 0.00896681, -9.80669
1706117339381216, 8.48504e-18, 2.60794e-17, -4.8899e-18, -0.00402232, 0.00896681, -9.80669
1706117339393216, -2.78638e-19, 2.99746e-17, -4.0485e-18, -0.00402232, 0.00896681, -9.80669
1706117339397216, -2.94301e-17, 4.68498e-17, 4.4524e-18, -0.00402232, 0.00896681, -9.80669
1706117339413216, 2.12112e-17, 4.53429e-17, -1.14058e-17, -0.00402232, 0.00896681, -9.80669
1706117339421216, -1.53736e-17, 4.69284e-18, -1.13962e-17, -0.00402232, 0.00896681, -9.80669
1706117339433216, -3.42059e-17, -2.07811e-17, -1.47199e-17, -0.00402232, 0.00896681, -9.80669
1706117339441216, 8.82733e-17, 1.65521e-17, -5.93371e-18, -0.00402232, 0.00896681, -9.80669
1706117339453216, 2.62453e-17, 9.3915e-18, 9.62446e-18, -0.00402232, 0.00896681, -9.80669
1706117339461216, -2.10767e-18, -1.29428e-20, -2.09542e-18, -0.00402232, 0.00896681, -9.80669
1706117339473216, 4.17211e-18, 4.05406e-18, -7.83751e-18, -0.00402232, 0.00896681, -9.80669
1706117339481216, -7.96674e-17, 4.09317e-17, 2.7448e-18, -0.00402232, 0.00896681, -9.80669
1706117339493216, -3.43791e-17, 4.17206e-17, -7.31405e-18, -0.00402232, 0.00896681, -9.80669
1706117339501216, -5.94342e-17, 1.39153e-17, 1.17419e-18, -0.00402232, 0.00896681, -9.80669
1706117339513216, -5.50588e-18, -6.52883e-17, -3.54503e-18, -0.00402232, 0.00896681, -9.80669
1706117339521216, -2.91171e-17, 5.23476e-18, -2.5439e-18, -0.00402232, 0.00896681, -9.80669
1706117339533216, 2.97514e-17, 1.06686e-16, -6.40099e-18, -0.00402232, 0.00896681, -9.80669
1706117339541216, 1.66573e-17, 1.94244e-17, 4.2403e-18, -0.00402232, 0.00896681, -9.80669
1706117339553216, -4.79905e-18, -1.02227e-17, -1.83756e-17, -0.00402232, 0.00896681, -9.80669
1706117339561216, -4.05606e-17, 2.49874e-17, -5.19211e-18, -0.00402232, 0.00896681, -9.80669
1706117339573216, 1.50308e-18, 3.10868e-17, -1.81044e-19, -0.00402232, 0.00896681, -9.80669
1706117339577216, 2.01456e-17, 5.97635e-17, 2.7721e-18, -0.00402232, 0.00896681, -9.80669
1706117339593216, 4.27618e-17, 1.84492e-17, 1.82673e-18, -0.00402232, 0.00896681, -9.80669
1706117339601216, -5.53132e-17, 5.37526e-17, 3.19993e-18, -0.00402232, 0.00896681, -9.80669
1706117339613216, -7.51669e-18, 2.23456e-17, -8.89385e-18, -0.00402232, 0.00896681, -9.80669
1706117339621216, -2.69396e-18, 1.26219e-17, 3.53755e-18, -0.00402232, 0.00896681, -9.80669
1706117339633216, 1.99568e-18, 1.45577e-18, -1.15004e-17, -0.00402232, 0.00896681, -9.80669
1706117339641216, 1.1386e-17, 9.77519e-17, 1.14782e-17, -0.00402232, 0.00896681, -9.80669
1706117339653216, -6.84819e-18, 2.45696e-17, -1.0196e-17, -0.00402232, 0.00896681, -9.80669
1706117339661216, -4.58584e-17, 4.00546e-17, -1.31472e-17, -0.00402232, 0.00896681, -9.80669
1706117339673216, 6.21162e-17, 1.90607e-17, 7.14021e-19, -0.00402232, 0.00896681, -9.80669
1706117339681216, 3.08234e-17, -4.08829e-18, -1.58093e-18, -0.00402232, 0.00896681, -9.80669
1706117339693216, -5.20317e-17, 2.09821e-19, -1.01321e-17, -0.00402232, 0.00896681, -9.80669
1706117339701216, -3.96982e-17, 3.78087e-17, -1.07633e-17, -0.00402232, 0.00896681, -9.80669
1706117339713216, 2.35306e-17, 1.7958e-17, 8.61645e-19, -0.00402232, 0.00896681, -9.80669
1706117339721216, 1.27157e-17, 1.59497e-17, -3.87853e-18, -0.00402232, 0.00896681, -9.80669
1706117339733216, -2.14065e-17, 3.93905e-17, -4.94419e-18, -0.00402232, 0.00896681, -9.80669
1706117339741216, -2.97558e-17, 2.02857e-17, -4.36639e-18, -0.00402232, 0.00896681, -9.80669
1706117339753216, -8.88593e-18, -3.09151e-18, -1.21483e-17, -0.00402232, 0.00896681, -9.80669
1706117339761216, 1.44333e-17, -5.14953e-18, -8.49106e-18, -0.00402232, 0.00896681, -9.80669
1706117339773216, 5.10487e-17, 2.14772e-17, -9.91655e-18, -0.00402232, 0.00896681, -9.80669
1706117339781216, 5.31231e-17, -9.72797e-18, 4.74773e-19, -0.00402232, 0.00896681, -9.80669
1706117339793216, 7.98796e-18, -3.21818e-17, 6.66547e-18, -0.00402232, 0.00896681, -9.80669
1706117339801216, 1.09446e-17, -2.43295e-17, -5.58219e-18, -0.00402232, 0.00896681, -9.80669
1706117339813216, 1.17764e-18, 1.00612e-17, -1.39205e-17, -0.00402232, 0.00896681, -9.80669
1706117339821216, -5.9406e-17, 1.98421e-17, -1.70056e-17, -0.00402232, 0.00896681, -9.80669
1706117339829216, 4.58835e-17, 4.25336e-17, -5.93032e-20, -0.00402232, 0.00896681, -9.80669
1706117339841216, 1.50316e-16, -1.42342e-17, -7.05822e-18, -0.00402232, 0.00896681, -9.80669
1706117339853216, -2.71816e-17, 7.63277e-17, 5.16512e-18, -0.00402232, 0.00896681, -9.80669
1706117339861216, 2.90804e-17, 8.45651e-18, -4.57706e-18, -0.00402232, 0.00896681, -9.80669
1706117339873216, -3.14689e-17, 1.83647e-17, -1.28664e-17, -0.00402232, 0.00896681, -9.80669
1706117339881216, -6.78995e-18, 2.44811e-17, -1.43885e-17, -0.00402232, 0.00896681, -9.80669
1706117339893216, 5.33056e-18, 1.11758e-17, -2.99331e-18, -0.00402232, 0.00896681, -9.80669
1706117339897216, 2.08427e-17, 2.48731e-17, -1.24122e-17, -0.00402232, 0.00896681, -9.80669
1706117339913216, 7.16144e-18, 5.90409e-17, 4.22651e-18, -0.00402232, 0.00896681, -9.80669
1706117339921216, 8.45791e-18, 2.07836e-17, -1.25815e-17, -0.00402232, 0.00896681, -9.80669
1706117339933216, 5.33299e-17, -1.67884e-17, -1.53963e-17, -0.00402232, 0.00896681, -9.80669
1706117339941216, -6.16924e-17, -9.26987e-18, 3.9152e-18, -0.00402232, 0.00896681, -9.80669
