timestamp, est_lat, est_long, est_alt, est_alt_ellipsoid, est_eph, est_epv
1706117337736730, 47.397742697305048409, 8.545593679092451822, 488.009124755859375, 488.07769775390625, 0.29176697134971618652, 0.30219706892967224121
1706117337752730, 47.397742703239849504, 8.5455936648603234573, 488.010772705078125, 488.079345703125, 0.29320293664932250977, 0.30229330062866210938
1706117337760730, 47.397742706099350585, 8.5455936579411435616, 488.011566162109375, 488.08013916015625, 0.2939255833625793457, 0.30290189385414123535
1706117337768730, 47.397742708888785046, 8.5455936511488648222, 488.012359619140625, 488.0809326171875, 0.29465135931968688965, 0.30351230502128601074
1706117337776730, 47.397742714504083494, 8.5455936468102695613, 488.013214111328125, 488.078277587890625, 0.28434887528419494629, 0.29746729135513305664
1706117337792730, 47.397742725324462754, 8.5455936383468955597, 488.014862060546875, 488.079925537109375, 0.28571933507919311523, 0.29757851362228393555
1706117337800730, 47.397742730536222666, 8.5455936342195411015, 488.015655517578125, 488.080718994140625, 0.28640916943550109863, 0.29817092418670654297
1706117337808730, 47.397742735619971199, 8.5455936301596935323, 488.016448974609375, 488.081512451171875, 0.28710207343101501465, 0.2987651526927947998
1706117337816730, 47.397742740578777898, 8.5455936261659726227, 488.0172119140625, 488.082275390625, 0.28779804706573486328, 0.29936122894287109375
1706117337832730, 47.397742750133780021, 8.5455936183719440891, 488.018707275390625, 488.083770751953125, 0.28919923305511474609, 0.30055886507034301758
1706117337840730, 47.397742754735730841, 8.5455936145690678529, 488.0194091796875, 488.08447265625, 0.28990444540977478027, 0.30006086826324462891
1706117337848730, 47.397742759224477993, 8.545593610827168618, 488.020111083984375, 488.085174560546875, 0.29061275720596313477, 0.30066207051277160645
1706117337856730, 47.397742763602764171, 8.5455936071450562252, 488.02081298828125, 488.08587646484375, 0.29132416844367980957, 0.30126512050628662109
1706117337864730, 47.39774276787306917, 8.5455936035213468926, 488.021484375, 488.0865478515625, 0.29203870892524719238, 0.30187001824378967285
1706117337880730, 47.397742776099136108, 8.5455935964425986384, 488.0228271484375, 488.087890625, 0.29347708821296691895, 0.3030852973461151123
1706117337888730, 47.397742780059623158, 8.5455935929849893284, 488.0234375, 488.0885009765625, 0.2942009270191192627, 0.30256825685501098633
1706117337896730, 47.397742783921380294, 8.5455935895800383406, 488.0240478515625, 488.089111328125, 0.29492792487144470215, 0.30317825078964233398
1706117337904730, 47.397742793560382779, 8.5455935863344585357, 488.025115966796875, 488.093597412109375, 0.28459197282791137695, 0.29715240001678466797
1706117337920730, 47.39774281215049001, 8.5455935799500046812, 488.027191162109375, 488.095672607421875, 0.28596320748329162598, 0.29833525419235229492
1706117337928730, 47.397742821113844514, 8.5455935768099440253, 488.0281982421875, 488.0966796875, 0.28665408492088317871, 0.29892942309379577637
1706117337936730, 47.397742829863780401, 8.5455935737033410504, 488.029205322265625, 488.097686767578125, 0.28734803199768066406, 0.29952540993690490723
1706117337952730, 47.397742846745821055, 8.5455935675869429957, 488.03106689453125, 488.09954833984375, 0.28874513506889343262, 0.29963243007659912109
1706117337960730, 47.397742854888825548, 8.5455935645755651819, 488.031982421875, 488.1004638671875, 0.28944832086563110352, 0.30023175477981567383
1706117337968730, 47.397742862840132716, 8.545593561594477805, 488.03289794921875, 488.10137939453125, 0.29015457630157470703, 0.30083289742469787598
1706117337976730, 47.397742870604709253, 8.5455935586424924821, 488.033782958984375, 488.102264404296875, 0.29086393117904663086, 0.30143588781356811523
1706117337992730, 47.397742885592982987, 8.5455935528232540577, 488.035491943359375, 488.103973388671875, 0.29229196906089782715, 0.30153152346611022949
1706117338000730, 47.397742892825135641, 8.5455935499548143497, 488.03631591796875, 488.10479736328125, 0.29301065206527709961, 0.30213779211044311523
1706117338008730, 47.397742899888235968, 8.5455935471130999304, 488.037109375, 488.1055908203125, 0.29373243451118469238, 0.30274587869644165039
1706117338016730, 47.397742906786156425, 8.5455935442973185445, 488.03790283203125, 488.10638427734375, 0.29445737600326538086, 0.30335584282875061035
1706117338032730, 47.397742909239006792, 8.5455935360426096281, 488.040771484375, 488.117706298828125, 0.28486138582229614258, 0.2979119718074798584
1706117338040730, 47.397742910424312868, 8.5455935319841476172, 488.0421142578125, 488.119049072265625, 0.28554737567901611328, 0.29743343591690063477
1706117338048730, 47.39774291158229147, 8.5455935279700341312, 488.043426513671875, 488.120361328125, 0.2862364649772644043, 0.29802542924880981445
1706117338056730, 47.397742912712793384, 8.5455935239988800589, 488.04473876953125, 488.121673583984375, 0.28692859411239624023, 0.29861924052238464355
1706117338064730, 47.397742913815960719, 8.5455935200698931453, 488.0460205078125, 488.122955322265625, 0.28762382268905639648, 0.29921492934226989746
1706117338080730, 47.397742915940071384, 8.5455935123334789694, 488.048492431640625, 488.12542724609375, 0.28902348875999450684, 0.30041170120239257812
1706117338088730, 47.397742916961227877, 8.5455935085234759896, 488.049652099609375, 488.1265869140625, 0.28972792625427246094, 0.29991489648818969727
1706117338096730, 47.397742917955177688, 8.5455935047512845415, 488.050811767578125, 488.12774658203125, 0.29043549299240112305, 0.30051568150520324707
1706117338104730, 47.397742918921984767, 8.5455935010153236675, 488.05194091796875, 488.128875732421875, 0.29114615917205810547, 0.30111831426620483398
1706117338120730, 47.397742920776266828, 8.545593493649516148, 488.05413818359375, 488.131072998046875, 0.2925751805305480957, 0.30232906341552734375
1706117338128730, 47.39774292166489289, 8.5455934900182821679, 488.05523681640625, 488.132171630859375, 0.29329514503479003906, 0.3029372096061706543
